Time,Coin,Quantity,Description
2021-11-01 21:00:00,USDT,0.00000930,FTX App Earn
2021-11-01 21:00:00,DOGE,0.06956861,FTX App Earn
2021-11-01 22:00:00,DOGE,0.06956925,FTX App Earn
2021-11-01 22:00:00,USDT,0.00000930,FTX App Earn
2021-11-01 22:00:00,GRT,0.00000915,FTX App Earn
2021-11-01 23:00:00,DOGE,0.06956988,FTX App Earn
2021-11-01 23:00:00,USDT,0.00000930,FTX App Earn
2021-11-01 23:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 00:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 00:00:00,DOGE,0.06957052,FTX App Earn
2021-11-02 01:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 01:00:00,DOGE,0.06957115,FTX App Earn
2021-11-02 02:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 02:00:00,DOGE,0.06957179,FTX App Earn
2021-11-02 03:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 03:00:00,DOGE,0.06957242,FTX App Earn
2021-11-02 04:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 04:00:00,DOGE,0.06957306,FTX App Earn
2021-11-02 04:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 05:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 05:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 05:00:00,DOGE,0.06957370,FTX App Earn
2021-11-02 06:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 06:00:00,DOGE,0.06957433,FTX App Earn
2021-11-02 06:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 07:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 07:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 07:00:00,DOGE,0.06957497,FTX App Earn
2021-11-02 08:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 08:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 08:00:00,DOGE,0.06957560,FTX App Earn
2021-11-02 09:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 09:00:00,DOGE,0.06957624,FTX App Earn
2021-11-02 09:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 10:00:00,DOGE,0.06957687,FTX App Earn
2021-11-02 10:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 10:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 11:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 11:00:00,DOGE,0.06957751,FTX App Earn
2021-11-02 11:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 12:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 12:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 12:00:00,DOGE,0.06957814,FTX App Earn
2021-11-02 13:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 13:00:00,DOGE,0.06957878,FTX App Earn
2021-11-02 13:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 14:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 14:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 14:00:00,DOGE,0.06957941,FTX App Earn
2021-11-02 15:00:00,DOGE,0.06958005,FTX App Earn
2021-11-02 15:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 15:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 16:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 16:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 16:00:00,DOGE,0.06958068,FTX App Earn
2021-11-02 17:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 17:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 17:00:00,DOGE,0.06958132,FTX App Earn
2021-11-02 18:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 18:00:00,DOGE,0.06958196,FTX App Earn
2021-11-02 18:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 19:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 19:00:00,DOGE,0.06958259,FTX App Earn
2021-11-02 19:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 20:00:00,DOGE,0.06958323,FTX App Earn
2021-11-02 20:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 20:00:00,GRT,0.00000915,FTX App Earn
2021-11-02 21:00:00,DOGE,0.06958386,FTX App Earn
2021-11-02 21:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 22:00:00,DOGE,0.06958450,FTX App Earn
2021-11-02 22:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 23:00:00,USDT,0.00000930,FTX App Earn
2021-11-02 23:00:00,DOGE,0.06958513,FTX App Earn
2021-11-03 00:00:00,DOGE,0.06958577,FTX App Earn
2021-11-03 00:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 01:00:00,DOGE,0.06958640,FTX App Earn
2021-11-03 01:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 02:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 02:00:00,DOGE,0.06958704,FTX App Earn
2021-11-03 03:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 03:00:00,DOGE,0.06958768,FTX App Earn
2021-11-03 04:00:00,DOGE,0.06958831,FTX App Earn
2021-11-03 04:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 05:00:00,DOGE,0.06958895,FTX App Earn
2021-11-03 05:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 06:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 06:00:00,DOGE,0.06958958,FTX App Earn
2021-11-03 07:00:00,DOGE,0.06959022,FTX App Earn
2021-11-03 07:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 08:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 08:00:00,DOGE,0.06959085,FTX App Earn
2021-11-03 09:00:00,GRT,0.00000915,FTX App Earn
2021-11-03 09:00:00,DOGE,0.06959149,FTX App Earn
2021-11-03 09:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 10:00:00,GRT,0.00000915,FTX App Earn
2021-11-03 10:00:00,DOGE,0.06959212,FTX App Earn
2021-11-03 10:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 11:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 11:00:00,DOGE,0.06959276,FTX App Earn
2021-11-03 12:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 12:00:00,DOGE,0.06959339,FTX App Earn
2021-11-03 13:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 13:00:00,DOGE,0.06959403,FTX App Earn
2021-11-03 14:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 14:00:00,DOGE,0.06959467,FTX App Earn
2021-11-03 15:00:00,DOGE,0.06959530,FTX App Earn
2021-11-03 15:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 16:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 16:00:00,DOGE,0.06959594,FTX App Earn
2021-11-03 17:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 17:00:00,DOGE,0.06959657,FTX App Earn
2021-11-03 18:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 18:00:00,DOGE,0.06959721,FTX App Earn
2021-11-03 19:00:00,DOGE,0.06959784,FTX App Earn
2021-11-03 19:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 20:00:00,DOGE,0.06959848,FTX App Earn
2021-11-03 20:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 21:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 21:00:00,DOGE,0.06959912,FTX App Earn
2021-11-03 22:00:00,DOGE,0.06959975,FTX App Earn
2021-11-03 22:00:00,GRT,0.00000915,FTX App Earn
2021-11-03 22:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 23:00:00,USDT,0.00000930,FTX App Earn
2021-11-03 23:00:00,DOGE,0.06960039,FTX App Earn
2021-11-04 00:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 00:00:00,DOGE,0.06960102,FTX App Earn
2021-11-04 01:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 01:00:00,DOGE,0.06960166,FTX App Earn
2021-11-04 02:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 02:00:00,DOGE,0.06960229,FTX App Earn
2021-11-04 02:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 03:00:00,DOGE,0.06960293,FTX App Earn
2021-11-04 03:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 03:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 04:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 04:00:00,DOGE,0.06960356,FTX App Earn
2021-11-04 04:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 05:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 05:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 05:00:00,DOGE,0.06960420,FTX App Earn
2021-11-04 06:00:00,DOGE,0.06960484,FTX App Earn
2021-11-04 06:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 06:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 07:00:00,DOGE,0.06960547,FTX App Earn
2021-11-04 07:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 07:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 08:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 08:00:00,DOGE,0.06960611,FTX App Earn
2021-11-04 09:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 09:00:00,DOGE,0.06960674,FTX App Earn
2021-11-04 10:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 10:00:00,DOGE,0.06960738,FTX App Earn
2021-11-04 10:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 11:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 11:00:00,DOGE,0.06960801,FTX App Earn
2021-11-04 11:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 12:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 12:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 12:00:00,DOGE,0.06960865,FTX App Earn
2021-11-04 13:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 13:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 13:00:00,DOGE,0.06960929,FTX App Earn
2021-11-04 14:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 14:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 14:00:00,DOGE,0.06960992,FTX App Earn
2021-11-04 15:00:00,DOGE,0.06961056,FTX App Earn
2021-11-04 15:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 15:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 16:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 16:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 16:00:00,DOGE,0.06961119,FTX App Earn
2021-11-04 17:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 17:00:00,DOGE,0.06961183,FTX App Earn
2021-11-04 17:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 18:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 18:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 18:00:00,DOGE,0.06961246,FTX App Earn
2021-11-04 19:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 19:00:00,DOGE,0.06961310,FTX App Earn
2021-11-04 19:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 20:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 20:00:00,DOGE,0.06961374,FTX App Earn
2021-11-04 20:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 21:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 21:00:00,DOGE,0.06961437,FTX App Earn
2021-11-04 21:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 22:00:00,GRT,0.00000915,FTX App Earn
2021-11-04 22:00:00,DOGE,0.06961501,FTX App Earn
2021-11-04 22:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 23:00:00,USDT,0.00000930,FTX App Earn
2021-11-04 23:00:00,DOGE,0.06961564,FTX App Earn
2021-11-04 23:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 00:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 00:00:00,DOGE,0.06961628,FTX App Earn
2021-11-05 00:00:00,USDT,0.00000930,FTX App Earn
2021-11-05 01:00:00,DOGE,0.06961691,FTX App Earn
2021-11-05 01:00:00,USDT,0.00000930,FTX App Earn
2021-11-05 01:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 02:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 02:00:00,USDT,0.00000930,FTX App Earn
2021-11-05 02:00:00,DOGE,0.06961755,FTX App Earn
2021-11-05 03:00:00,DOGE,0.06961819,FTX App Earn
2021-11-05 03:00:00,USDT,0.00000930,FTX App Earn
2021-11-05 03:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 04:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 04:00:00,DOGE,0.06961882,FTX App Earn
2021-11-05 04:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 05:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 05:00:00,DOGE,0.06961946,FTX App Earn
2021-11-05 05:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 06:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 06:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 06:00:00,DOGE,0.06962009,FTX App Earn
2021-11-05 07:00:00,DOGE,0.06962073,FTX App Earn
2021-11-05 07:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 07:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 08:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 08:00:00,DOGE,0.06962136,FTX App Earn
2021-11-05 08:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 09:00:00,DOGE,0.06962200,FTX App Earn
2021-11-05 09:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 09:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 10:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 10:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 10:00:00,DOGE,0.06962264,FTX App Earn
2021-11-05 11:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 11:00:00,DOGE,0.06962327,FTX App Earn
2021-11-05 11:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 12:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 12:00:00,DOGE,0.06962391,FTX App Earn
2021-11-05 12:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 13:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 13:00:00,DOGE,0.06962454,FTX App Earn
2021-11-05 13:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 14:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 14:00:00,DOGE,0.06962518,FTX App Earn
2021-11-05 14:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 15:00:00,DOGE,0.06962582,FTX App Earn
2021-11-05 15:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 15:00:00,GRT,0.00000915,FTX App Earn
2021-11-05 16:00:00,GRT,0.00000916,FTX App Earn
2021-11-05 16:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 16:00:00,DOGE,0.06962645,FTX App Earn
2021-11-05 17:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 17:00:00,DOGE,0.06962709,FTX App Earn
2021-11-05 17:00:00,GRT,0.00000916,FTX App Earn
2021-11-05 18:00:00,GRT,0.00000916,FTX App Earn
2021-11-05 18:00:00,DOGE,0.06962772,FTX App Earn
2021-11-05 18:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 19:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 19:00:00,DOGE,0.06962836,FTX App Earn
2021-11-05 19:00:00,GRT,0.00000916,FTX App Earn
2021-11-05 20:00:00,GRT,0.00000916,FTX App Earn
2021-11-05 20:00:00,DOGE,0.06962899,FTX App Earn
2021-11-05 20:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 21:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 21:00:00,DOGE,0.06962963,FTX App Earn
2021-11-05 21:00:00,GRT,0.00000916,FTX App Earn
2021-11-05 22:00:00,GRT,0.00000916,FTX App Earn
2021-11-05 22:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 22:00:00,DOGE,0.06963027,FTX App Earn
2021-11-05 23:00:00,USDT,0.00000931,FTX App Earn
2021-11-05 23:00:00,DOGE,0.06963090,FTX App Earn
2021-11-05 23:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 00:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 00:00:00,DOGE,0.06963154,FTX App Earn
2021-11-06 00:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 01:00:00,DOGE,0.06963217,FTX App Earn
2021-11-06 01:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 01:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 02:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 02:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 02:00:00,DOGE,0.06963281,FTX App Earn
2021-11-06 03:00:00,DOGE,0.06963345,FTX App Earn
2021-11-06 03:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 03:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 04:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 04:00:00,DOGE,0.06963408,FTX App Earn
2021-11-06 04:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 05:00:00,DOGE,0.06963472,FTX App Earn
2021-11-06 05:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 05:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 06:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 06:00:00,DOGE,0.06963535,FTX App Earn
2021-11-06 06:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 07:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 07:00:00,DOGE,0.06963599,FTX App Earn
2021-11-06 07:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 08:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 08:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 08:00:00,DOGE,0.06963663,FTX App Earn
2021-11-06 09:00:00,DOGE,0.06963726,FTX App Earn
2021-11-06 09:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 09:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 10:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 10:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 10:00:00,DOGE,0.06963790,FTX App Earn
2021-11-06 11:00:00,DOGE,0.06963853,FTX App Earn
2021-11-06 11:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 11:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 12:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 12:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 12:00:00,DOGE,0.06963917,FTX App Earn
2021-11-06 13:00:00,DOGE,0.06963981,FTX App Earn
2021-11-06 13:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 13:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 14:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 14:00:00,DOGE,0.06964044,FTX App Earn
2021-11-06 14:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 15:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 15:00:00,DOGE,0.06964108,FTX App Earn
2021-11-06 15:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 16:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 16:00:00,DOGE,0.06964171,FTX App Earn
2021-11-06 16:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 17:00:00,DOGE,0.06964235,FTX App Earn
2021-11-06 17:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 17:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 18:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 18:00:00,DOGE,0.06964299,FTX App Earn
2021-11-06 18:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 19:00:00,DOGE,0.06964362,FTX App Earn
2021-11-06 19:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 19:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 20:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 20:00:00,DOGE,0.06964426,FTX App Earn
2021-11-06 20:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 21:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 21:00:00,DOGE,0.06964489,FTX App Earn
2021-11-06 21:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 22:00:00,GRT,0.00000916,FTX App Earn
2021-11-06 22:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 22:00:00,DOGE,0.06964553,FTX App Earn
2021-11-06 23:00:00,DOGE,0.06964617,FTX App Earn
2021-11-06 23:00:00,USDT,0.00000931,FTX App Earn
2021-11-06 23:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 00:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 00:00:00,DOGE,0.06964680,FTX App Earn
2021-11-07 00:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 01:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 01:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 01:00:00,DOGE,0.06964744,FTX App Earn
2021-11-07 02:00:00,DOGE,0.06964807,FTX App Earn
2021-11-07 02:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 02:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 03:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 03:00:00,DOGE,0.06964871,FTX App Earn
2021-11-07 03:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 04:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 04:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 04:00:00,DOGE,0.06964935,FTX App Earn
2021-11-07 05:00:00,DOGE,0.06964998,FTX App Earn
2021-11-07 05:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 05:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 06:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 06:00:00,DOGE,0.06965062,FTX App Earn
2021-11-07 06:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 07:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 07:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 07:00:00,DOGE,0.06965125,FTX App Earn
2021-11-07 08:00:00,DOGE,0.06965189,FTX App Earn
2021-11-07 08:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 08:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 09:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 09:00:00,DOGE,0.06965253,FTX App Earn
2021-11-07 09:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 10:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 10:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 10:00:00,DOGE,0.06965316,FTX App Earn
2021-11-07 11:00:00,DOGE,0.06965380,FTX App Earn
2021-11-07 11:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 11:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 12:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 12:00:00,DOGE,0.06965443,FTX App Earn
2021-11-07 12:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 13:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 13:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 13:00:00,DOGE,0.06965507,FTX App Earn
2021-11-07 14:00:00,DOGE,0.06965571,FTX App Earn
2021-11-07 14:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 14:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 15:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 15:00:00,DOGE,0.06965634,FTX App Earn
2021-11-07 15:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 16:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 16:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 16:00:00,DOGE,0.06965698,FTX App Earn
2021-11-07 17:00:00,DOGE,0.06965762,FTX App Earn
2021-11-07 17:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 17:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 18:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 18:00:00,DOGE,0.06965825,FTX App Earn
2021-11-07 18:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 19:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 19:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 19:00:00,DOGE,0.06965889,FTX App Earn
2021-11-07 20:00:00,DOGE,0.06965952,FTX App Earn
2021-11-07 20:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 20:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 21:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 21:00:00,DOGE,0.06966016,FTX App Earn
2021-11-07 21:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 22:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 22:00:00,GRT,0.00000916,FTX App Earn
2021-11-07 22:00:00,DOGE,0.06966080,FTX App Earn
2021-11-07 23:00:00,DOGE,0.06966143,FTX App Earn
2021-11-07 23:00:00,USDT,0.00000931,FTX App Earn
2021-11-07 23:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 00:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 00:00:00,DOGE,0.06966207,FTX App Earn
2021-11-08 00:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 01:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 01:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 01:00:00,DOGE,0.06966270,FTX App Earn
2021-11-08 02:00:00,DOGE,0.06966334,FTX App Earn
2021-11-08 02:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 02:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 03:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 03:00:00,DOGE,0.06966398,FTX App Earn
2021-11-08 03:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 04:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 04:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 04:00:00,DOGE,0.06966461,FTX App Earn
2021-11-08 05:00:00,DOGE,0.06966525,FTX App Earn
2021-11-08 05:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 05:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 06:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 06:00:00,DOGE,0.06966589,FTX App Earn
2021-11-08 06:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 07:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 07:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 07:00:00,DOGE,0.06966652,FTX App Earn
2021-11-08 08:00:00,DOGE,0.06966716,FTX App Earn
2021-11-08 08:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 08:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 09:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 09:00:00,DOGE,0.06966779,FTX App Earn
2021-11-08 09:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 10:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 10:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 10:00:00,DOGE,0.06966843,FTX App Earn
2021-11-08 11:00:00,DOGE,0.06966907,FTX App Earn
2021-11-08 11:00:00,USDT,0.00000931,FTX App Earn
2021-11-08 11:00:00,GRT,0.00000916,FTX App Earn
2021-11-08 12:00:00,GRT,0.00000916,FTX App Earn
